Number,Gender,GivenName,Surname,TelephoneNumber,Birthday,Zodiac,Membership,BloodType,Pounds,Weight,Height,BMI
7261,male,Darren,Barrera,084 923 5930,03-08-1968,Pisces,01-11-2019,O+,141.5,64.3,174,21.2379
7262,male,Martino,Rossi,084 761 3628,12-02-1964,Sagittarius,01-05-2016,A-,231.9,105.4,173,35.2167
7263,male,Regan,Kerr,082 201 2298,05-11-1964,Taurus,01-06-2018,AB+,247.3,112.4,170,38.8927
7264,female,Colleen,Phillips,083 348 6519,11-15-1979,Scorpio,01-12-2019,A+,217.8,99,156,40.6805
7265,male,Ali,Dunlea,083 444 9535,9-16-1972,Virgo,01-09-2016,B+,194.5,88.4,188,25.0113
7266,female,Imogen,Forbes,085 482 0297,03-11-1967,Pisces,01-10-2020,B+,116.2,52.8,167,18.9322
7267,female,Keira,Todd,085 801 8534,11-12-1988,Scorpio,01-07-2019,O+,197.3,89.7,154,37.8226
7268,male,Nuguse,Michael,084 226 5866,2-28-1952,Pisces,01-12-2018,O+,160.8,73.1,169,25.5943
7269,male,Hunter,Ritchie,085 710 7500,9-28-1981,Libra,01-06-2020,B+,140.4,63.8,181,19.4744
7270,male,Jake,Mitchell,085 378 8036,3-16-1986,Pisces,01-11-2017,O-,193.2,87.8,171,30.0263
7271,male,Gennaro,Napolitano,084 912 3561,3-21-1964,Aries,01-04-2020,O+,236.3,107.4,173,35.8849
7272,male,Gabriel,Fikru,082 214 0183,9-15-1971,Virgo,01-09-2016,B+,173.8,79,177,25.2163
7273,male,Negassi,Haile,084 193 7189,01-12-1964,Capricorn,01-03-2017,B+,157.7,71.7,166,26.0197
7274,female,Motoe,Murakami,084 278 4932,09-01-1953,Virgo,01-06-2018,B+,205.5,93.4,157,37.892
7275,male,Ladislao,Cocci,084 894 5146,7-21-1952,Cancer,01-01-2020,AB+,179.1,81.4,184,24.043
7276,female,Adaobi,Oguejiofor,085 432 6527,10-15-1990,Libra,01-10-2018,O-,178.9,81.3,159,32.1585
7277,female,Mylie,Hamilton,083 956 5645,2-14-1980,Aquarius,01-07-2018,A+,165.2,75.1,175,24.5224
7278,male,Lucas,O'Leary,083 446 1549,03-07-1978,Pisces,01-05-2018,A+,238,108.2,186,31.2753
7279,male,Keigo,Hayashida,085 485 8092,05-06-1993,Taurus,01-02-2019,B+,190.1,86.4,178,27.2693
7280,male,Ataru,Suzuki,085 843 9849,01-08-1977,Capricorn,01-12-2018,O+,244.9,111.3,188,31.4905
7281,male,Pietro,Fallaci,085 872 5587,12-06-1965,Sagittarius,01-08-2017,A+,201.7,91.7,171,31.3601
7282,male,Bailey,Parkin,082 634 8544,7-16-1953,Cancer,01-01-2018,A+,199.3,90.6,165,33.2782
7283,female,Pasqualina,Padovesi,083 598 0299,12-28-1951,Capricorn,01-05-2018,O+,154.4,70.2,152,30.3843
7284,male,Jaromir,Efremov,084 233 7209,1-19-1992,Capricorn,01-02-2016,B+,209,95,168,33.6593
7285,female,Dinar,Denisova,082 651 4053,02-02-1966,Aquarius,01-05-2020,O+,182.6,83,155,34.5473
7286,male,Muhammad,Davidson,083 978 5466,10-12-1950,Libra,01-07-2018,A+,203.7,92.6,170,32.0415
7287,male,Nobuhiko,Sugahara,083 109 9224,7-18-1956,Cancer,01-02-2016,A+,182.6,83,183,24.7843
7288,male,Ray,Robbins,082 864 9565,3-24-1970,Aries,01-03-2016,A+,200.4,91.1,189,25.5032
7289,female,Madeleine,Cockram,082 548 1750,01-12-1955,Capricorn,01-10-2018,A+,170.9,77.7,152,33.6305
7290,female,Chibugo,Nnaife,083 930 4909,07-01-1964,Cancer,01-09-2016,AB+,112.4,51.1,168,18.1052
7291,male,Quinn,Mackenzie,085 889 5288,06-03-1955,Gemini,01-09-2017,A+,230.8,104.9,183,31.3237
7292,male,Yefim,Tretyakov,085 765 3352,12-31-1953,Capricorn,01-02-2017,A+,233.2,106,175,34.6122
7293,female,March,Shubina,082 972 5978,7-18-1965,Cancer,01-05-2016,B+,216.7,98.5,168,34.8994
7294,female,Laura,Alexeyeva,085 376 5743,7-20-1979,Cancer,01-10-2020,B+,131.3,59.7,172,20.1798
7295,male,Roman,Tretyakov,082 511 9603,7-20-1992,Cancer,01-02-2017,O-,236.1,107.3,175,35.0367
7296,male,Kwemto,Chibueze,085 558 9549,07-11-1994,Cancer,01-04-2016,O+,137.7,62.6,184,18.4901
7297,female,Ruby,Putilin,084 374 7833,02-03-1963,Aquarius,01-08-2016,A+,133.8,60.8,171,20.7927
7298,male,Yemane,Amanuel,083 816 0287,05-12-1976,Taurus,01-02-2019,O+,164.6,74.8,178,23.6081
7299,male,Anthony,Greenwood,085 808 8715,7-22-1975,Cancer,01-11-2020,A+,157.3,71.5,185,20.8912
7300,male,Lamberto,Fiorentini,082 535 0927,01-04-1960,Capricorn,01-09-2020,B+,171.6,78,183,23.2912
7301,male,Demsas,Hagos,082 493 0929,12-04-1950,Sagittarius,01-02-2018,O+,216.3,98.3,173,32.8444
7302,male,William,Aguilar,083 165 7032,10-21-1984,Libra,01-07-2018,B+,231.7,105.3,189,29.4785
7303,male,Elewechi,Ifeanacho,083 213 7401,8-26-1962,Virgo,01-05-2018,O+,222,100.9,176,32.5736
7304,male,Horace,Easterling,083 350 3032,10-09-1951,Libra,01-03-2020,B+,145.9,66.3,181,20.2375
7305,female,Adiam,Dahlak,083 647 3549,11-14-1972,Scorpio,01-01-2020,O+,134.2,61,171,20.8611
7306,female,Faina,Zuyeva,085 796 0707,11-04-1989,Scorpio,01-01-2017,B+,137.9,62.7,161,24.1889
7307,male,Walter,Norman,083 910 4693,02-07-1955,Aquarius,01-11-2020,A+,158,71.8,180,22.1605
7308,male,Tomoaki,Fukushima,084 721 9637,12-08-1969,Sagittarius,01-12-2018,B+,162.1,73.7,188,20.8522
7309,male,Kageki,Taguchi,085 326 5890,12-08-1992,Sagittarius,01-02-2020,AB+,148.1,67.3,175,21.9755
7310,female,Anastasia,Denisova,084 385 9325,8-25-1962,Virgo,01-08-2020,AB-,139,63.2,173,21.1166
7311,female,Amber,Dixon,085 952 1098,8-26-1967,Virgo,01-02-2020,B+,111.1,50.5,174,16.6799
7312,female,Capitolina,Lebedeva,082 739 9527,03-04-1994,Pisces,01-04-2018,A+,145.4,66.1,175,21.5837
7313,female,Donna,Gordon,084 537 4585,06-03-1953,Gemini,01-02-2016,B+,126.1,57.3,161,22.1056
7314,male,Tao,Tsou,082 666 6717,11-25-1958,Sagittarius,01-05-2019,B+,153.3,69.7,175,22.7592
7315,male,George,Walker,084 251 9974,07-09-1965,Cancer,01-08-2020,O+,161.3,73.3,188,20.739
7316,female,Haben,Fethawi,082 602 0681,05-05-1971,Taurus,01-04-2019,B+,133.5,60.7,172,20.5178
7317,male,Zakir,Degtyaryov,082 337 3422,05-02-1977,Taurus,01-07-2018,A+,183.9,83.6,172,28.2585
7318,male,Shing,Ku,083 506 2160,09-05-1961,Virgo,01-02-2018,B+,148.9,67.7,187,19.36
7319,female,Taylah,Truscott,083 458 2770,11-17-1958,Scorpio,01-10-2016,A+,127.6,58,156,23.833
7320,male,Muhammed,Bisrat,085 301 5252,4-17-1951,Aries,01-05-2018,O+,228.1,103.7,180,32.0062
7321,male,Thaddeus,Volkov,084 397 2528,04-06-1971,Aries,01-01-2018,A+,158.2,71.9,172,24.3037
7322,male,Cailean,Wood,082 951 6596,4-23-1972,Taurus,01-10-2016,A+,154.9,70.4,184,20.794
7323,male,James,Copeland,084 160 9470,08-06-1965,Leo,01-05-2018,O+,249.3,113.3,184,33.4653
7324,male,Masaya,Hori,085 291 7868,03-01-1978,Pisces,01-05-2020,O+,153.8,69.9,183,20.8725
7325,male,Seigi,Nimiya,082 936 8044,9-24-1980,Libra,01-01-2016,B+,217.8,99,184,29.2415
7326,male,Aryan,Kelly,084 725 6334,03-12-1964,Pisces,01-07-2017,B+,210.5,95.7,173,31.9757
7327,male,Park,Chiang,083 121 2850,11-22-1985,Sagittarius,01-11-2017,A+,154,70,190,19.3906
7328,male,Agenore,Colombo,082 524 5517,09-09-1982,Virgo,01-09-2020,O+,137.9,62.7,171,21.4425
7329,male,Robert,Sutherland,085 358 6000,8-29-1950,Virgo,01-06-2020,A+,174.2,79.2,167,28.3983
7330,male,Chinedum,Tochukwu,085 694 1542,4-30-1988,Taurus,01-02-2018,A+,162.6,73.9,178,23.3241
7331,male,Dustin,Weaver,085 146 2984,11-28-1954,Sagittarius,01-06-2016,B+,170.3,77.4,170,26.782
7332,female,Eva,Fleming,085 126 8623,04-05-1968,Aries,01-04-2017,O+,227.9,103.6,172,35.0189
7333,female,Jennifer,Manion,082 105 1387,03-12-1965,Pisces,01-11-2018,A+,226.4,102.9,155,42.8304
7334,male,Tao,Tuan,085 250 1883,12-27-1961,Capricorn,01-08-2016,A+,253.9,115.4,169,40.4047
7335,male,Sean,Forro,084 867 7771,02-05-1959,Aquarius,01-09-2018,O-,139.5,63.4,187,18.1303
7336,male,Gabriel,Patterson,084 911 4478,3-15-1961,Pisces,01-08-2017,O-,202.4,92,188,26.0299
7337,male,Guang,T'an,082 839 5959,11-16-1954,Scorpio,01-06-2016,A+,215.2,97.8,176,31.5728
7338,male,Giulio,Padovano,085 312 0483,05-06-1952,Taurus,01-12-2016,AB+,145.6,66.2,170,22.9066
7339,female,Shishay,Medhane,084 803 5584,3-27-1951,Aries,01-10-2019,A+,187.9,85.4,166,30.9914
7340,female,Sky,Walker,085 840 9440,12-21-1953,Sagittarius,01-12-2016,A+,181.1,82.3,164,30.5993
7341,male,Luke,Donnelly,083 173 3725,9-13-1954,Virgo,01-07-2018,O+,191.8,87.2,167,31.2668
7342,male,Crescente,Mancini,085 950 0485,05-08-1980,Taurus,01-03-2018,O+,220,100,168,35.4308
7343,female,Natalie,Ibragimova,082 580 4511,12-20-1972,Sagittarius,01-01-2016,A+,215.6,98,168,34.7222
7344,male,Dmitry,Glazkov,085 499 4712,5-16-1959,Taurus,01-07-2018,O+,243.5,110.7,166,40.1727
7345,male,Ken,Fukui,085 765 6913,09-11-1960,Virgo,01-01-2016,O+,230.8,104.9,187,29.998
7346,female,Kristin,Reynolds,084 403 5758,11-27-1951,Sagittarius,01-09-2018,A-,204.8,93.1,169,32.5969
7347,male,Chikezie,Nkemdilim,083 683 7426,9-24-1979,Libra,01-05-2018,B+,180.6,82.1,188,23.2288
7348,male,Bisrat,Aziz,082 624 9642,2-24-1974,Pisces,01-04-2020,O+,185.2,84.2,172,28.4613
7349,female,Giuseppina,Sal,085 379 9539,06-11-1981,Gemini,01-11-2017,O+,164.1,74.6,167,26.7489
7350,male,Tom,Elliott,082 162 2021,02-09-1960,Aquarius,01-09-2017,O+,227.7,103.5,175,33.7959
7351,male,Etsushi,Tsuda,085 921 2685,10-07-1978,Libra,01-03-2018,A+,207.7,94.4,183,28.1884
7352,male,Alexander,Sidorov,085 959 9892,6-26-1977,Cancer,01-12-2018,O+,151.1,68.7,173,22.9543
7353,female,Abigail,Nixon,084 682 3691,11-17-1985,Scorpio,01-06-2017,O+,183,83.2,175,27.1673
7354,female,Cong,Tseng,084 631 3346,04-06-1991,Aries,01-11-2020,O+,147.2,66.9,157,27.1411
7355,male,Nnaife,Iloabuchi,082 431 0510,12-06-1976,Sagittarius,01-11-2016,O+,165.9,75.4,189,21.108
7356,male,Filmon,Selam,083 911 6678,03-05-1972,Pisces,01-05-2018,B+,204.6,93,188,26.3128
7357,male,Borislav,Kovalev,085 485 2586,7-27-1991,Leo,01-11-2020,O+,189,85.9,169,30.076
7358,male,Onyemachukwu,Ibekwe,082 810 2308,6-26-1974,Cancer,01-07-2020,A+,235.2,106.9,171,36.5583
7359,female,Sophia,Leddy,085 679 2637,1-17-1969,Capricorn,01-04-2016,B+,200,90.9,153,38.8312
7360,male,Ali,Hawken,082 774 5831,05-09-1977,Taurus,01-10-2016,O+,180,81.8,170,28.3045
7361,male,Alfie,Baker,084 372 1405,01-09-1976,Capricorn,01-09-2016,A+,163,74.1,184,21.8868
7362,male,Dylan,Calyute,085 579 9611,4-14-1983,Aries,01-06-2017,A+,137.9,62.7,187,17.9302
7363,male,Finley,Thompson,082 546 7341,5-24-1976,Gemini,01-02-2017,A+,185.9,84.5,189,23.6556
7364,male,Jackson,Elphinstone,082 734 9343,01-02-1952,Capricorn,01-09-2019,AB+,216,98.2,175,32.0653
7365,male,Shing,Sun,084 126 7270,4-21-1969,Taurus,01-02-2016,O+,187.2,85.1,169,29.7959
7366,male,Walter,Vanhorn,084 463 0603,7-26-1993,Leo,01-10-2019,O+,241.3,109.7,171,37.5158
7367,female,Drew,Weis,082 555 8737,7-29-1950,Leo,01-02-2020,A+,126.9,57.7,157,23.4087
7368,male,Algiso,Rizzo,084 649 1451,7-24-1970,Leo,01-07-2016,O+,223.5,101.6,183,30.3383
7369,male,Aleandro,Barese,083 993 8296,5-23-1986,Gemini,01-10-2018,A+,245.1,111.4,170,38.5467
7370,male,Dementi,Afanasyev,083 308 6711,01-03-1958,Capricorn,01-08-2018,B+,170.1,77.3,173,25.8278
7371,male,Jayden,Toomey,084 213 2384,08-02-1951,Leo,01-01-2018,O+,158.2,71.9,178,22.6928
7372,male,Robbie,Mackenzie,083 978 8499,11-29-1950,Sagittarius,01-11-2017,AB+,183.3,83.3,180,25.7099
7373,male,Robert,Watkins,084 461 8505,11-02-1985,Scorpio,01-05-2016,B+,245.3,111.5,183,33.2945
7374,male,Tain,Lo,084 282 3118,9-28-1960,Libra,01-03-2018,A-,211,95.9,186,27.72
7375,male,Aaron,Hort,085 197 3756,5-19-1954,Taurus,01-11-2020,O+,168.1,76.4,185,22.3229
7376,male,Colby,Thomson,083 636 4945,4-30-1964,Taurus,01-02-2016,AB+,213.4,97,172,32.788
7377,female,Alina,Yudina,083 842 4903,03-02-1966,Pisces,01-05-2017,O+,159.5,72.5,165,26.6299
7378,male,David,Gallo,083 786 7997,11-30-1951,Sagittarius,01-10-2019,O+,172,78.2,181,23.8698
7379,male,Arran,King,084 396 8656,02-04-1956,Aquarius,01-09-2017,O+,202.4,92,181,28.0822
7380,male,Ibrahim,Crawford,083 349 5069,08-06-1962,Leo,01-01-2016,O+,155.1,70.5,173,23.5557
7381,female,Chigozie,Onyemaechi,082 510 5487,6-17-1954,Gemini,01-04-2016,O+,144.5,65.7,154,27.7028
7382,male,Takuto,Shiraishi,083 148 0056,05-05-1986,Taurus,01-09-2018,A-,183,83.2,172,28.1233
7383,female,Summer,Haswell,084 881 5270,12-26-1968,Capricorn,01-09-2020,A+,152,69.1,163,26.0078
7384,female,Tao,Mai,082 927 9662,12-12-1990,Sagittarius,01-11-2020,A+,152,69.1,170,23.91
7385,female,Sayuki,Hasegawa,082 984 3464,8-16-1982,Leo,01-01-2019,B+,133.5,60.7,155,25.2653
7386,male,Li,Mai,083 910 9363,08-08-1985,Leo,01-06-2017,B+,187.9,85.4,178,26.9537
7387,female,Kayleigh,Brennan,085 270 3428,4-17-1952,Aries,01-09-2019,O+,201.5,91.6,153,39.1302
7388,male,Chimezie,Yobanna,082 471 7547,5-13-1965,Taurus,01-03-2017,A+,217.1,98.7,171,33.754
7389,female,Katie,Whitehead,084 956 2201,4-15-1959,Aries,01-07-2017,O+,205.5,93.4,168,33.0924
7390,male,Dominic,Larra,084 594 4736,09-11-1972,Virgo,01-05-2017,AB+,178.2,81,168,28.699
7391,female,Tiblets,Fethawi,082 374 0788,6-26-1957,Cancer,01-04-2018,O+,188.5,85.7,153,36.6099
7392,male,Kunihiro,Fujisawa,083 801 5381,03-11-1960,Pisces,01-11-2018,O+,226.4,102.9,173,34.3814
7393,male,Robert,Barrett,082 782 2737,6-18-1981,Gemini,01-04-2017,O+,218.7,99.4,180,30.679
7394,male,Kazuhiro,Oogusuku,082 510 4635,2-24-1967,Pisces,01-11-2017,B+,248.8,113.1,169,39.5995
7395,male,Hector,Barnes,083 531 5510,01-10-1989,Capricorn,01-08-2018,O+,191.2,86.9,180,26.821
7396,female,Theresa,Swan,084 900 8041,11-15-1981,Scorpio,01-02-2016,A+,228.6,103.9,163,39.1057
7397,male,Fai,Lung,082 434 2494,09-01-1967,Virgo,01-06-2018,A+,141.5,64.3,177,20.5241
7398,male,Sadahiko,Horikawa,083 372 7649,11-16-1981,Scorpio,01-11-2016,O+,159.1,72.3,168,25.6165
7399,female,Shan,Lung,084 741 0447,1-25-1959,Aquarius,01-04-2017,A+,117.9,53.6,154,22.6008
7400,male,Brayden,King,085 833 5621,2-20-1970,Pisces,01-02-2019,A+,216.3,98.3,170,34.0138
7401,female,Jodi,Reid,082 236 1963,12-08-1949,Sagittarius,01-10-2016,AB-,193.6,88,161,33.9493
7402,male,Eddie,Stillwell,085 734 6660,6-14-1953,Gemini,01-05-2016,B+,155.3,70.6,171,24.1442
7403,male,Jibunoh,Chukwueloka,083 139 4928,4-23-1952,Taurus,01-02-2018,O+,178.9,81.3,172,27.4811
7404,female,Kamdibe,Kenechi,082 648 7943,12-08-1990,Sagittarius,01-01-2019,O+,193.2,87.8,169,30.7412
7405,male,Jesse,Lassetter,083 306 7361,11-15-1965,Scorpio,01-02-2017,O+,161.7,73.5,171,25.1359
7406,male,Frederick,Pernell,085 114 5199,06-11-1984,Gemini,01-01-2018,B+,158.4,72,182,21.7365
7407,male,Gualtiero,Palerma,083 788 6688,2-23-1968,Pisces,01-02-2017,A+,198.2,90.1,170,31.1765
7408,male,Chi,Ts'ui,084 932 9447,08-03-1966,Leo,01-12-2019,A+,163.7,74.4,178,23.4819
7409,female,Abigail,Leggatt,082 208 4068,7-21-1986,Cancer,01-06-2020,A+,180.4,82,157,33.2671
7410,male,Matthew,Young,084 364 2861,01-07-1950,Capricorn,01-12-2016,O+,235.6,107.1,168,37.9464
7411,male,Polycarp,Ignatiev,083 868 2385,12-12-1970,Sagittarius,01-11-2016,AB+,196.2,89.2,180,27.5309
7412,male,Chung,Tsai,083 963 0491,07-09-1977,Cancer,01-10-2018,O+,182.2,82.8,169,28.9906
7413,male,Charles,Berry,084 973 7959,9-23-1984,Libra,01-12-2020,A+,141,64.1,188,18.136
7414,female,Helen,Kelly,083 885 8863,02-07-1976,Aquarius,01-09-2019,AB-,203.9,92.7,159,36.6679
7415,female,Oluchi,Beluchi,084 138 2748,5-14-1984,Taurus,01-12-2018,B+,154.2,70.1,156,28.8051
7416,female,Eufrosina,Lucchese,084 113 6908,7-28-1955,Leo,01-07-2020,O+,207.2,94.2,167,33.7768
7417,male,Bailey,Bray,084 943 9685,10-10-1952,Libra,01-11-2017,O+,139,63.2,184,18.6673
7418,male,Dewei,Tang,084 701 5938,6-19-1981,Gemini,01-01-2018,O-,236.5,107.5,170,37.1972
7419,female,Fiori,Russom,082 400 2311,3-15-1993,Pisces,01-07-2018,A-,168.5,76.6,164,28.4801
7420,male,Ethan,Cramp,084 270 3306,1-26-1955,Aquarius,01-11-2017,AB+,217.6,98.9,178,31.2145
7421,male,Sebastian,Joske,085 161 0680,02-02-1983,Aquarius,01-04-2018,B+,174.5,79.3,178,25.0284
7422,female,Wei,Ch'ien,085 832 4642,05-07-1955,Taurus,01-06-2020,O+,187.2,85.1,152,36.8334
7423,male,Michele,Bianchi,083 774 6892,05-05-1960,Taurus,01-10-2017,A+,207,94.1,172,31.8077
7424,female,Stephanie,Heller,084 692 5729,07-05-1953,Cancer,01-04-2017,O+,196,89.1,171,30.4709
7425,male,Ayden,Hill,083 934 9505,9-13-1971,Virgo,01-04-2018,B-,250.4,113.8,180,35.1235
7426,male,Goro,Taguchi,085 773 2022,01-12-1959,Capricorn,01-04-2019,O+,161.9,73.6,177,23.4926
7427,male,Consuelo,Lombardi,085 714 1971,5-26-1979,Gemini,01-01-2019,A+,196.7,89.4,185,26.1213
7428,male,Taylor,Maclean,083 650 3885,07-07-1977,Cancer,01-10-2020,A+,224.2,101.9,174,33.657
7429,male,Xavier,Anstey,083 379 5464,3-14-1956,Pisces,01-09-2016,A+,157.1,71.4,176,23.0501
7430,male,Asato,Kichikawa,083 358 0819,10-27-1951,Scorpio,01-03-2016,A+,154.2,70.1,172,23.6952
7431,male,Jay,King,083 815 6175,03-02-1965,Pisces,01-05-2016,O+,235.2,106.9,185,31.2345
7432,female,Yue Wan,Mao,082 354 2328,9-25-1983,Libra,01-03-2016,B+,145,65.9,155,27.4298
7433,male,Suguru,Oomura,082 402 9059,1-25-1978,Aquarius,01-03-2017,B+,162.1,73.7,182,22.2497
7434,female,Luciana,Mazzi,083 756 0791,09-05-1950,Virgo,01-06-2017,A-,201.3,91.5,172,30.9289
7435,male,Natsuhisa,Sanwa,082 835 6784,7-25-1969,Leo,01-12-2020,B+,164.3,74.7,179,23.3139
7436,male,Toshiki,Miyazawa,084 676 9729,01-11-1969,Capricorn,01-06-2018,O+,207.5,94.3,175,30.7918
7437,female,Nnuego,Zikoranachidimma,082 810 2623,7-25-1979,Leo,01-05-2017,B+,126.1,57.3,159,22.6652
7438,male,Park,Hao,085 751 3453,11-14-1988,Scorpio,01-08-2020,O+,137.9,62.7,182,18.9289
7439,female,Svetlana,Rozhkova,084 335 8297,11-01-1961,Scorpio,01-02-2016,A-,175.1,79.6,169,27.8702
7440,male,Aidan,Hall,085 376 1655,10-22-1962,Libra,01-04-2020,O+,216.7,98.5,177,31.4405
7441,female,Lucy,Newman,084 159 8111,11-15-1959,Scorpio,01-09-2017,B+,195.1,88.7,171,30.3341
7442,male,Elliot,Austin,082 943 6639,5-25-1966,Gemini,01-12-2019,O+,235.2,106.9,176,34.5106
7443,male,Motoki,Saibara,082 930 5980,5-17-1984,Taurus,01-12-2019,B+,236.1,107.3,189,30.0384
7444,male,Kinfe,Fikru,085 211 2732,10-15-1970,Libra,01-05-2019,B+,156.4,71.1,181,21.7026
7445,male,Colby,Henderson,083 922 4134,08-04-1989,Leo,01-03-2018,O+,209.4,95.2,169,33.3322
7446,male,Jaroslav,Vinogradov,084 794 2803,07-12-1961,Cancer,01-10-2017,B+,233.2,106,184,31.3091
7447,female,Bellina,Genovese,084 834 1028,10-10-1967,Libra,01-04-2020,B+,180.4,82,158,32.8473
7448,male,Ali,Brifman,084 165 4328,03-07-1968,Pisces,01-10-2020,O+,234.3,106.5,185,31.1176
7449,female,Lauren,Alexander,082 883 8385,2-16-1961,Aquarius,01-07-2018,O+,162.8,74,163,27.852
7450,male,Chiazagomekpere,Chikelu,082 248 3255,10-25-1985,Scorpio,01-12-2019,B+,132.7,60.3,182,18.2043
7451,female,Zara,Shedden,085 976 1476,11-07-1993,Scorpio,01-12-2016,O+,159.7,72.6,154,30.6122
7452,male,Bruce,Murphy,082 581 6896,11-12-1955,Scorpio,01-05-2017,O+,200.6,91.2,169,31.9317
7453,male,Josh,Chandler,082 833 2982,10-21-1976,Libra,01-12-2019,A+,166.5,75.7,171,25.8883
7454,male,Ramiro,Milani,085 323 2941,4-26-1957,Taurus,01-01-2019,A+,208.1,94.6,183,28.2481
7455,male,Gavino,Trentino,085 220 7669,4-30-1977,Taurus,01-01-2016,A+,250.1,113.7,179,35.4858
7456,male,Charles,Dean,085 429 0444,11-23-1969,Sagittarius,01-09-2016,O+,187.7,85.3,185,24.9233
7457,female,Bi,Liao,082 398 6096,09-04-1954,Virgo,01-02-2018,O+,150.5,68.4,157,27.7496
7458,female,Iraida,Zubareva,083 224 7553,9-29-1985,Libra,01-06-2018,A+,156.9,71.3,175,23.2816
7459,male,Jordan,Robertson,084 906 8464,10-01-1989,Libra,01-05-2016,A+,161.5,73.4,183,21.9176
7460,male,Micah,Clark,083 774 0442,06-06-1976,Gemini,01-04-2020,A+,246.6,112.1,178,35.3806
7461,male,Zack,Christie,084 844 7390,1-22-1976,Aquarius,01-02-2017,O+,254.1,115.5,179,36.0476
7462,female,Ikue,Takeuchi,082 727 3319,12-29-1992,Capricorn,01-01-2018,O+,154.7,70.3,170,24.3253
7463,female,Lin,Hsu,085 453 7985,07-04-1987,Cancer,01-12-2019,O+,177.3,80.6,174,26.6217
7464,male,Kuan-Yin,Wang,085 235 7878,1-14-1993,Capricorn,01-08-2017,O+,128.9,58.6,180,18.0864
7465,male,Issui,Iwata,085 935 8989,06-07-1955,Gemini,01-04-2016,O-,228.8,104,174,34.3506
7466,male,Rustam,Abdulov,082 820 2153,5-30-1951,Gemini,01-10-2019,B+,211.2,96,165,35.2617
7467,male,Ye,She,082 960 3285,02-05-1964,Aquarius,01-11-2018,B+,209.4,95.2,183,28.4272
7468,male,Todd,Starks,084 198 9275,8-22-1950,Leo,01-02-2019,A-,205.9,93.6,166,33.9672
7469,male,Paul,Bruton,085 977 5417,01-12-1989,Capricorn,01-09-2019,O-,156.9,71.3,178,22.5035
7470,male,Demsas,Negassi,083 971 0578,12-18-1962,Sagittarius,01-04-2016,AB+,240,109.1,175,35.6245
7471,male,Abel,Kinfe,084 663 6416,09-09-1955,Virgo,01-10-2020,O+,192.7,87.6,177,27.9613
7472,male,Mattia,Palerma,083 506 6731,11-11-1974,Scorpio,01-12-2019,B+,167.9,76.3,169,26.7148
7473,male,Abaalom,Daniel,082 377 5520,11-27-1958,Sagittarius,01-11-2017,O+,227.5,103.4,170,35.7785
7474,male,Yaroslav,Alexeieva,084 852 0715,2-14-1974,Aquarius,01-10-2020,O+,249.7,113.5,181,34.6449
7475,male,Tristan,MacRory,082 805 9491,5-26-1991,Gemini,01-01-2017,B+,152.9,69.5,186,20.089
7476,female,Birikti,Hagos,083 742 3622,11-01-1980,Scorpio,01-06-2018,A+,225.9,102.7,173,34.3145
7477,male,Archie,Muir,083 416 3568,4-22-1992,Taurus,01-01-2016,O+,129.1,58.7,178,18.5267
7478,male,Berhane,Temesgen,084 965 8766,7-20-1978,Cancer,01-10-2016,O+,245.5,111.6,187,31.914
7479,female,Esme,Clark,083 448 6463,11-26-1958,Sagittarius,01-09-2016,O-,163,74.1,153,31.6545
7480,female,Helen,Demsas,083 959 9261,4-19-1950,Aries,01-09-2020,A+,183.7,83.5,172,28.2247
7481,female,Hong,Tao,084 398 7831,7-17-1956,Cancer,01-03-2020,O+,200,90.9,167,32.5935
7482,male,Richard,Williams,082 965 5837,09-01-1950,Virgo,01-12-2018,A+,183.7,83.5,178,26.354
7483,male,Chidiebele,Chiekwugo,082 532 8011,12-19-1978,Sagittarius,01-01-2020,A-,174.9,79.5,171,27.1879
7484,male,Teruki,Kokawa,083 410 6901,05-01-1955,Taurus,01-10-2016,A+,212.7,96.7,180,29.8457
7485,male,Chen,Chang,084 733 6360,10-14-1984,Libra,01-06-2018,O+,222.9,101.3,179,31.6157
7486,male,Guido,Rossi,085 182 7072,01-11-1971,Capricorn,01-09-2016,O+,233.6,106.2,167,38.0795
7487,male,Jian,Ch'ien,084 214 3875,5-29-1976,Gemini,01-10-2019,O+,158.6,72.1,181,22.0079
7488,female,Elizabeth,Chadwick,082 162 9545,6-13-1977,Gemini,01-01-2017,O+,128.9,58.6,162,22.3289
7489,female,Megan,Willis,084 876 4049,06-02-1968,Gemini,01-04-2018,AB+,190.3,86.5,164,32.1609
7490,female,Ju,She,085 606 9715,08-10-1967,Leo,01-02-2019,O+,199.1,90.5,155,37.6691
7491,male,Vlad,Degtyaryov,083 113 9144,05-08-1989,Taurus,01-02-2020,O+,208.8,94.9,178,29.952
7492,male,Mohammad,Savage,083 696 0186,04-11-1956,Aries,01-10-2018,B+,248.6,113,175,36.898
7493,female,Cailyn,Crawford,085 756 7807,01-01-1976,Capricorn,01-05-2017,A+,138.2,62.8,171,21.4767
7494,male,Mohammed,Cook,083 137 3864,7-19-1950,Cancer,01-11-2019,O+,220.4,100.2,181,30.5851
7495,male,Owen,Cusack,085 568 9532,3-23-1967,Aries,01-04-2017,O-,194.3,88.3,182,26.6574
7496,male,Michael,Birtwistle,083 767 9052,09-12-1968,Virgo,01-09-2017,O-,171.2,77.8,184,22.9797
